employee_id,department,manager_id,review_status,rating,review_date,tenure_months,hire_type,location,high_potential_flag,promotion_recommended,gender,age,rating_label,education_level,job_level,contract_type,employment_type,performance_cycle,engagement_score,terminated,termination_date,review_timeliness
E5264,Marketing,M208,Submitted,5,2025-04-04 14:04:28.766195,73,New Hire,Tokyo,Yes,No,Male,58,Outstanding,High School,Entry,Temporary,Full-Time,2024 H1,1.94,0,,On Time
E5265,Analytics,M256,Finalized,3,2024-12-26 14:04:28.766196,18,New Hire,Singapore,Yes,No,Female,53,Meets Expectations,Bachelor,Lead,Permanent,Full-Time,2024 H1,1.69,0,,On Time
E5266,Engineering,M242,In Progress,2,2025-01-23 14:04:28.766197,81,New Hire,London,No,No,Male,31,Needs Improvement,Master,Mid,Permanent,Full-Time,2024 H2,4.47,0,,On Time
E5267,Analytics,M207,In Progress,5,2024-12-09 14:04:28.766198,68,Internal Transfer,New York,Yes,Yes,Non-Binary,32,Outstanding,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.43,0,,On Time
E5268,IT,M245,Finalized,4,2025-05-17 14:04:28.766199,82,New Hire,New York,No,No,Male,46,Exceeds Expectations,Master,Entry,Permanent,Full-Time,2023 H2,4.81,1,2024-05-13 14:04:28.770190,On Time
E5269,Sales,M254,Finalized,2,2025-05-29 14:04:28.766199,1,Internal Transfer,Singapore,No,No,Female,22,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H2,3.93,0,,Late
E5270,HR,M203,Not Started,5,2025-02-02 14:04:28.766200,36,New Hire,Sydney,No,No,Female,48,Outstanding,High School,Senior,Permanent,Full-Time,2024 H2,2.48,0,,Late
E5271,Finance,M254,Finalized,4,2025-03-12 14:04:28.766201,85,New Hire,London,No,Yes,Female,38,Exceeds Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H2,4.8,0,,On Time
E5272,HR,M225,Finalized,2,2025-03-06 14:04:28.766202,62,Rehire,Tokyo,No,No,Female,34,Needs Improvement,Bachelor,Mid,Permanent,Part-Time,2023 H2,3.45,1,2025-01-17 14:04:28.770191,On Time
E5273,Operations,M201,Submitted,5,2024-07-07 14:04:28.766203,108,Internal Transfer,New York,No,No,Male,39,Outstanding,Bachelor,Mid,Temporary,Full-Time,2024 H1,2.98,0,,On Time
E5274,Sales,M212,Submitted,1,2024-12-07 14:04:28.766204,115,New Hire,Sydney,Yes,No,Female,54,Unsatisfactory,Master,Entry,Temporary,Full-Time,2024 H1,3.47,1,2024-09-10 14:04:28.770192,On Time
E5275,Product,M214,Submitted,2,2025-05-15 14:04:28.766204,103,Internal Transfer,New York,No,No,Male,40,Needs Improvement,Bachelor,Lead,Permanent,Part-Time,2023 H2,2.72,0,,On Time
E5276,Operations,M206,Submitted,1,2025-05-22 14:04:28.766205,56,Internal Transfer,New York,Yes,No,Female,52,Unsatisfactory,High School,Mid,Permanent,Full-Time,2024 H1,2.05,0,,On Time
E5277,Analytics,M234,Finalized,4,2024-08-25 14:04:28.766206,88,New Hire,New York,No,No,Male,43,Exceeds Expectations,Bachelor,Mid,Intern,Full-Time,2024 H2,2.57,1,2024-02-06 14:04:28.770194,On Time
E5278,Admin,M252,Submitted,2,2025-02-04 14:04:28.766207,67,Internal Transfer,New York,No,No,Female,40,Needs Improvement,Bachelor,Lead,Temporary,Full-Time,2023 H2,3.03,0,,On Time
E5279,Operations,M209,Submitted,4,2025-03-22 14:04:28.766208,52,Internal Transfer,Tokyo,No,Yes,Female,24,Exceeds Expectations,Master,Mid,Permanent,Full-Time,2024 H2,1.51,0,,On Time
E5280,Analytics,M258,Finalized,2,2025-05-16 14:04:28.766209,61,New Hire,Berlin,No,Yes,Male,24,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2023 H2,1.67,1,2024-07-31 14:04:28.770195,On Time
E5281,HR,M234,In Progress,3,2024-09-10 14:04:28.766209,70,New Hire,Tokyo,No,No,Female,43,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,4.29,0,,On Time
E5282,HR,M215,Not Started,5,2024-12-31 14:04:28.766210,38,New Hire,London,No,Yes,Male,43,Outstanding,High School,Mid,Temporary,Full-Time,2024 H1,4.19,1,2025-05-01 14:04:28.770196,On Time
E5283,Sales,M222,Submitted,2,2025-05-25 14:04:28.766211,54,New Hire,Tokyo,No,No,Female,54,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2023 H2,2.27,0,,On Time
E5284,IT,M241,Finalized,3,2025-05-25 14:04:28.766212,47,New Hire,New York,No,No,Male,44,Meets Expectations,Master,Entry,Permanent,Full-Time,2023 H2,2.36,0,,On Time
E5285,HR,M238,Submitted,4,2024-11-21 14:04:28.766213,28,New Hire,London,No,Yes,Male,27,Exceeds Expectations,Master,Mid,Permanent,Full-Time,2024 H1,4.54,0,,On Time
E5286,Marketing,M252,In Progress,5,2024-11-26 14:04:28.766214,14,Rehire,New York,Yes,No,Non-Binary,56,Outstanding,Master,Lead,Permanent,Full-Time,2023 H2,3.4,0,,On Time
E5287,Operations,M221,Submitted,3,2024-08-15 14:04:28.766214,106,Internal Transfer,Tokyo,No,No,Non-Binary,45,Meets Expectations,Bachelor,Entry,Temporary,Part-Time,2024 H1,4.14,0,,On Time
E5288,Engineering,M221,Submitted,5,2024-11-07 14:04:28.766215,59,Internal Transfer,London,No,No,Male,23,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.25,0,,On Time
E5289,Product,M241,Not Started,5,2024-12-29 14:04:28.766216,109,New Hire,Berlin,No,No,Female,54,Outstanding,Master,Entry,Permanent,Full-Time,2024 H2,2.16,1,2024-04-05 14:04:28.770197,On Time
E5290,Sales,M216,Finalized,5,2024-10-12 14:04:28.766217,97,New Hire,Tokyo,No,No,Female,28,Outstanding,Bachelor,Lead,Temporary,Full-Time,2023 H2,1.86,0,,On Time
E5291,Marketing,M204,Submitted,2,2024-08-30 14:04:28.766218,65,New Hire,Tokyo,No,Yes,Male,48,Needs Improvement,Master,Entry,Permanent,Full-Time,2024 H1,2.77,0,,On Time
E5292,HR,M257,Finalized,1,2024-12-16 14:04:28.766219,68,Internal Transfer,Singapore,No,Yes,Female,34,Unsatisfactory,Master,Entry,Permanent,Full-Time,2024 H1,2.75,0,,On Time
E5293,Engineering,M201,In Progress,5,2024-10-08 14:04:28.766219,84,New Hire,Singapore,No,No,Male,49,Outstanding,High School,Entry,Permanent,Part-Time,2023 H2,4.38,0,,Late
E5294,IT,M205,Submitted,2,2025-01-24 14:04:28.766220,8,New Hire,Singapore,No,No,Female,42,Needs Improvement,High School,Mid,Permanent,Full-Time,2024 H2,2.75,0,,On Time
E5295,HR,M221,Finalized,1,2024-08-03 14:04:28.766221,112,Internal Transfer,London,Yes,Yes,Female,52,Unsatisfactory,Bachelor,Entry,Temporary,Full-Time,2024 H1,4.46,0,,On Time
E5296,Operations,M259,Finalized,2,2025-01-23 14:04:28.766222,26,Internal Transfer,Sydney,No,Yes,Female,59,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2023 H2,1.89,0,,On Time
E5297,Marketing,M226,Finalized,2,2025-02-10 14:04:28.766223,79,New Hire,Berlin,Yes,No,Male,31,Needs Improvement,Master,Lead,Permanent,Part-Time,2024 H2,2.08,0,,On Time
E5298,Engineering,M200,Finalized,4,2024-12-16 14:04:28.766224,114,New Hire,New York,No,No,Non-Binary,32,Exceeds Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.04,0,,On Time
E5299,Operations,M238,Finalized,1,2024-10-01 14:04:28.766225,115,Internal Transfer,Singapore,No,No,Female,58,Unsatisfactory,Master,Senior,Permanent,Part-Time,2023 H2,3.91,0,,On Time
E5300,Operations,M248,Finalized,3,2024-11-26 14:04:28.766225,43,New Hire,New York,No,Yes,Male,51,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2023 H2,1.51,1,2024-06-04 14:04:28.770199,On Time
E5301,Finance,M224,Submitted,5,2025-03-10 14:04:28.766226,118,New Hire,Sydney,No,No,Male,48,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.34,1,2024-03-06 14:04:28.770200,On Time
E5302,Operations,M209,In Progress,2,2025-01-03 14:04:28.766227,75,New Hire,Singapore,No,Yes,Female,35,Needs Improvement,Bachelor,Mid,Temporary,Full-Time,2024 H1,1.87,0,,On Time
E5303,Marketing,M252,In Progress,2,2024-12-29 14:04:28.766228,66,New Hire,Berlin,No,No,Male,42,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2023 H2,1.65,0,,On Time
E5304,Finance,M244,Finalized,4,2024-09-28 14:04:28.766229,69,New Hire,Tokyo,No,No,Female,48,Exceeds Expectations,Master,Entry,Temporary,Full-Time,2024 H2,4.07,1,2025-04-17 14:04:28.770201,On Time
E5305,Admin,M232,In Progress,2,2024-07-17 14:04:28.766230,105,New Hire,Tokyo,No,No,Female,43,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.32,1,2025-04-30 14:04:28.770202,On Time
E5306,Finance,M236,Finalized,3,2025-05-08 14:04:28.766230,43,New Hire,Sydney,No,No,Male,30,Meets Expectations,High School,Entry,Permanent,Full-Time,2023 H2,2.11,0,,On Time
E5307,Sales,M230,In Progress,5,2024-07-06 14:04:28.766231,93,Internal Transfer,Berlin,No,No,Male,32,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,2.65,0,,On Time
E5308,Operations,M228,Finalized,3,2025-02-24 14:04:28.766232,110,Internal Transfer,London,Yes,Yes,Male,46,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.04,0,,On Time
E5309,HR,M248,In Progress,3,2024-07-14 14:04:28.766233,79,Rehire,London,Yes,No,Female,22,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H1,3.98,1,2024-10-21 14:04:28.770203,On Time
E5310,Admin,M245,In Progress,3,2024-07-26 14:04:28.766234,78,New Hire,Tokyo,No,No,Female,31,Meets Expectations,Bachelor,Entry,Temporary,Full-Time,2024 H2,3.61,0,,On Time
E5311,Operations,M232,Submitted,4,2024-12-21 14:04:28.766235,66,New Hire,Tokyo,No,No,Female,42,Exceeds Expectations,High School,Entry,Temporary,Full-Time,2024 H2,2.92,0,,On Time
E5312,Operations,M253,In Progress,2,2025-05-13 14:04:28.766235,114,New Hire,Sydney,Yes,No,Male,32,Needs Improvement,High School,Senior,Permanent,Full-Time,2024 H2,4.26,0,,On Time
E5313,Operations,M247,Submitted,5,2024-11-28 14:04:28.766236,49,New Hire,New York,No,No,Female,27,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.25,0,,On Time
E5314,Operations,M201,Not Started,3,2025-02-10 14:04:28.766237,115,New Hire,Tokyo,No,No,Female,41,Meets Expectations,High School,Mid,Permanent,Full-Time,2024 H2,1.83,0,,On Time
E5315,Admin,M256,Finalized,3,2024-10-21 14:04:28.766238,18,New Hire,London,No,No,Male,25,Meets Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H1,2.9,1,2024-06-24 14:04:28.770205,Late
E5316,Admin,M263,Submitted,1,2024-12-21 14:04:28.766239,44,Internal Transfer,Berlin,No,No,Male,59,Unsatisfactory,Bachelor,Lead,Permanent,Full-Time,2023 H2,3.19,0,,On Time
E5317,Analytics,M261,Submitted,5,2024-08-08 14:04:28.766240,1,Internal Transfer,New York,No,No,Male,22,Outstanding,Bachelor,Senior,Permanent,Full-Time,2024 H2,1.99,0,,On Time
E5318,Sales,M247,Not Started,2,2024-05-31 14:04:28.766240,111,Internal Transfer,Sydney,No,No,Non-Binary,48,Needs Improvement,High School,Entry,Temporary,Full-Time,2024 H2,3.66,0,,On Time
E5319,HR,M226,Finalized,3,2024-07-10 14:04:28.766241,4,New Hire,New York,Yes,No,Male,51,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2023 H2,1.92,0,,On Time
E5320,Sales,M239,Finalized,4,2024-07-08 14:04:28.766242,109,New Hire,Sydney,No,No,Male,49,Exceeds Expectations,PhD,Mid,Temporary,Full-Time,2023 H2,2.43,1,2024-07-19 14:04:28.770206,On Time
E5321,Marketing,M260,Finalized,4,2025-01-26 14:04:28.766243,38,New Hire,Sydney,No,No,Male,57,Exceeds Expectations,Bachelor,Lead,Permanent,Full-Time,2024 H1,1.91,0,,On Time
E5322,HR,M261,Finalized,4,2024-10-19 14:04:28.766244,54,Internal Transfer,New York,No,No,Female,53,Exceeds Expectations,Master,Entry,Permanent,Full-Time,2023 H2,3.21,0,,On Time
E5323,Marketing,M264,Finalized,5,2024-10-12 14:04:28.766245,61,Rehire,London,No,Yes,Male,32,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,4.66,0,,On Time
E5324,Finance,M218,Submitted,3,2025-05-26 14:04:28.766245,24,Internal Transfer,Berlin,No,Yes,Female,23,Meets Expectations,High School,Entry,Permanent,Full-Time,2023 H2,4.97,1,2024-02-11 14:04:28.770207,On Time
E5325,Engineering,M234,Submitted,4,2025-03-03 14:04:28.766246,50,Internal Transfer,Tokyo,No,No,Female,56,Exceeds Expectations,High School,Lead,Permanent,Full-Time,2023 H2,1.82,0,,On Time
E5326,Admin,M252,Submitted,3,2024-08-15 14:04:28.766247,93,Rehire,New York,No,No,Non-Binary,37,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,1.5,0,,On Time
E5327,Legal,M236,Finalized,4,2024-07-15 14:04:28.766248,25,New Hire,London,No,Yes,Female,39,Exceeds Expectations,PhD,Entry,Permanent,Full-Time,2024 H2,3.47,0,,On Time
E5328,Analytics,M226,Finalized,5,2025-01-05 14:04:28.766249,25,New Hire,Berlin,No,No,Non-Binary,23,Outstanding,Bachelor,Mid,Temporary,Full-Time,2024 H2,3.32,0,,On Time
E5329,Engineering,M257,In Progress,3,2025-04-02 14:04:28.766250,111,New Hire,Berlin,No,No,Non-Binary,33,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.41,0,,On Time
E5330,Finance,M228,Finalized,5,2025-05-10 14:04:28.766252,113,New Hire,London,No,No,Male,54,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,4.93,0,,On Time
E5331,Analytics,M204,Finalized,1,2024-12-31 14:04:28.766253,112,Rehire,Berlin,No,No,Female,56,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H2,2.22,1,2025-01-21 14:04:28.770209,On Time
E5332,Analytics,M264,In Progress,1,2024-09-30 14:04:28.766255,69,New Hire,Berlin,No,No,Male,38,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.82,0,,On Time
E5333,Marketing,M239,Submitted,2,2025-05-25 14:04:28.766257,7,New Hire,Tokyo,No,No,Female,28,Needs Improvement,Master,Mid,Permanent,Full-Time,2024 H1,3.27,0,,Late
E5334,HR,M241,Submitted,1,2025-04-15 14:04:28.766259,87,New Hire,London,No,No,Male,42,Unsatisfactory,Bachelor,Mid,Temporary,Full-Time,2023 H2,3.33,1,2023-08-01 14:04:28.770210,On Time
E5335,Marketing,M263,Finalized,1,2024-07-07 14:04:28.766260,33,New Hire,Tokyo,No,No,Male,39,Unsatisfactory,High School,Mid,Permanent,Full-Time,2024 H2,2.15,0,,On Time
E5336,Operations,M242,Finalized,1,2025-02-12 14:04:28.766262,1,Internal Transfer,London,No,Yes,Male,32,Unsatisfactory,Master,Senior,Permanent,Full-Time,2023 H2,3.6,1,2023-08-12 14:04:28.770211,On Time
E5337,Operations,M221,In Progress,3,2024-07-02 14:04:28.766263,64,Rehire,Tokyo,No,No,Male,56,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H1,2.15,0,,Late
E5338,Product,M202,Finalized,1,2024-08-26 14:04:28.766265,118,New Hire,Singapore,No,No,Male,30,Unsatisfactory,High School,Mid,Permanent,Full-Time,2024 H2,2.22,0,,On Time
E5339,Marketing,M248,Submitted,3,2024-07-27 14:04:28.766266,115,Rehire,Berlin,No,No,Female,40,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H1,1.74,0,,Late
E5340,Sales,M219,In Progress,1,2024-10-19 14:04:28.766268,17,New Hire,London,No,No,Female,36,Unsatisfactory,High School,Entry,Permanent,Full-Time,2024 H2,3.83,1,2023-07-05 14:04:28.770212,On Time
E5341,Marketing,M249,In Progress,1,2024-10-27 14:04:28.766269,4,New Hire,Singapore,No,No,Female,47,Unsatisfactory,Bachelor,Lead,Temporary,Full-Time,2024 H2,3.63,0,,On Time
E5342,Engineering,M233,Finalized,1,2024-10-03 14:04:28.766271,18,New Hire,Berlin,Yes,No,Female,58,Unsatisfactory,Bachelor,Senior,Permanent,Full-Time,2023 H2,2.76,0,,On Time
E5343,Marketing,M246,Submitted,3,2024-12-08 14:04:28.766272,70,Internal Transfer,New York,No,No,Male,30,Meets Expectations,High School,Mid,Permanent,Full-Time,2024 H2,2.89,0,,On Time
E5344,IT,M206,In Progress,4,2024-11-30 14:04:28.766274,57,New Hire,New York,No,No,Female,27,Exceeds Expectations,Bachelor,Entry,Temporary,Full-Time,2024 H2,4.66,0,,Late
E5345,Operations,M205,Not Started,4,2024-11-20 14:04:28.766275,30,New Hire,London,No,No,Male,48,Exceeds Expectations,Bachelor,Mid,Permanent,Full-Time,2023 H2,1.52,0,,On Time
E5346,IT,M229,Not Started,2,2024-10-30 14:04:28.766276,23,Rehire,Singapore,No,Yes,Male,39,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.1,0,,Late
E5347,Sales,M204,Not Started,2,2025-02-09 14:04:28.766278,21,New Hire,Sydney,No,Yes,Female,40,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.73,0,,Late
E5348,HR,M207,Not Started,3,2024-12-09 14:04:28.766279,77,New Hire,Tokyo,No,No,Female,48,Meets Expectations,High School,Senior,Permanent,Full-Time,2023 H2,1.55,0,,On Time
E5349,Marketing,M245,Finalized,2,2024-07-17 14:04:28.766281,94,New Hire,Tokyo,No,Yes,Non-Binary,52,Needs Improvement,Master,Entry,Intern,Full-Time,2024 H1,3.05,0,,Late
E5350,Operations,M231,In Progress,2,2024-10-16 14:04:28.766282,63,Rehire,London,No,No,Female,56,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.54,0,,On Time
E5351,Operations,M247,Not Started,2,2025-02-15 14:04:28.766284,78,Internal Transfer,Tokyo,No,No,Male,25,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H2,2.86,0,,On Time
E5352,Product,M252,Finalized,3,2024-06-12 14:04:28.766285,58,New Hire,Singapore,No,No,Male,58,Meets Expectations,Master,Entry,Permanent,Full-Time,2024 H1,2.03,0,,On Time
E5353,Operations,M229,Submitted,4,2024-09-08 14:04:28.766287,86,Internal Transfer,London,No,No,Female,52,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H2,4.38,0,,Late
E5354,IT,M247,Finalized,5,2024-09-06 14:04:28.766288,88,Rehire,Berlin,No,Yes,Male,29,Outstanding,Bachelor,Entry,Temporary,Full-Time,2023 H2,3.12,0,,On Time
E5355,Operations,M222,Not Started,5,2025-05-07 14:04:28.766289,18,New Hire,New York,No,No,Male,38,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,2.7,0,,Late
E5356,Analytics,M202,Finalized,1,2025-02-13 14:04:28.766291,2,New Hire,Berlin,No,Yes,Female,42,Unsatisfactory,Bachelor,Lead,Permanent,Full-Time,2023 H2,2.84,0,,On Time
E5357,Analytics,M255,Finalized,1,2025-04-08 14:04:28.766292,48,Internal Transfer,Sydney,No,Yes,Male,24,Unsatisfactory,PhD,Senior,Temporary,Full-Time,2024 H2,4.17,0,,On Time
E5358,Operations,M263,Submitted,2,2024-06-03 14:04:28.766294,77,Internal Transfer,Berlin,No,No,Female,35,Needs Improvement,Bachelor,Lead,Permanent,Full-Time,2024 H1,3.18,0,,On Time
E5359,Marketing,M219,Submitted,4,2025-02-27 14:04:28.766296,6,New Hire,Berlin,No,No,Male,34,Exceeds Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.26,0,,On Time
E5360,Operations,M241,Submitted,3,2024-07-18 14:04:28.766297,30,New Hire,London,No,No,Male,36,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.07,0,,On Time
E5361,IT,M258,Finalized,2,2024-11-11 14:04:28.766298,14,New Hire,Sydney,No,Yes,Non-Binary,25,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H1,4.0,0,,On Time
E5362,HR,M227,Submitted,2,2024-11-07 14:04:28.766300,105,Rehire,Berlin,Yes,No,Female,28,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.88,0,,On Time
E5363,Engineering,M240,Submitted,5,2024-06-18 14:04:28.766302,45,New Hire,London,No,No,Male,53,Outstanding,Master,Lead,Permanent,Part-Time,2023 H2,3.29,0,,On Time
E5364,Product,M223,Submitted,5,2024-12-03 14:04:28.766303,30,New Hire,London,No,No,Male,37,Outstanding,Master,Mid,Intern,Full-Time,2024 H2,2.54,1,2024-01-19 14:04:28.770215,On Time
E5365,Operations,M225,Finalized,3,2024-07-07 14:04:28.766306,102,Internal Transfer,Sydney,No,No,Non-Binary,25,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.01,1,2023-12-20 14:04:28.770216,On Time
E5366,HR,M230,In Progress,5,2024-07-05 14:04:28.766307,33,New Hire,London,Yes,No,Female,39,Outstanding,Bachelor,Entry,Temporary,Full-Time,2024 H1,4.39,0,,On Time
E5367,Analytics,M260,In Progress,4,2025-05-04 14:04:28.766308,31,Internal Transfer,London,No,No,Male,40,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H1,2.34,1,2025-01-01 14:04:28.770217,On Time
E5368,HR,M202,In Progress,1,2025-05-16 14:04:28.766309,53,Rehire,London,No,No,Female,52,Unsatisfactory,Master,Entry,Temporary,Full-Time,2024 H1,3.16,0,,On Time
E5369,Analytics,M257,Submitted,5,2024-10-16 14:04:28.766309,24,New Hire,Tokyo,No,No,Male,50,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.94,0,,On Time
E5370,Operations,M217,Finalized,1,2025-03-07 14:04:28.766310,89,Internal Transfer,Singapore,No,Yes,Male,51,Unsatisfactory,Bachelor,Lead,Permanent,Part-Time,2024 H1,3.39,0,,Late
E5371,Finance,M208,Submitted,2,2025-02-15 14:04:28.766311,6,Internal Transfer,Sydney,No,Yes,Male,23,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H1,3.78,0,,Late
E5372,Analytics,M223,Finalized,5,2024-10-27 14:04:28.766312,28,Rehire,London,Yes,No,Male,55,Outstanding,Bachelor,Senior,Permanent,Part-Time,2024 H1,2.04,1,2025-03-29 14:04:28.770218,On Time
E5373,IT,M205,In Progress,2,2025-05-15 14:04:28.766315,24,New Hire,New York,No,No,Non-Binary,46,Needs Improvement,High School,Entry,Permanent,Full-Time,2024 H2,4.7,1,2024-09-17 14:04:28.770219,On Time
E5374,Product,M219,Finalized,4,2025-04-10 14:04:28.766317,78,New Hire,New York,Yes,No,Male,54,Exceeds Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.57,0,,On Time
E5375,Sales,M200,Submitted,3,2025-05-11 14:04:28.766318,25,New Hire,New York,Yes,No,Male,58,Meets Expectations,Master,Entry,Permanent,Full-Time,2023 H2,3.45,0,,On Time
E5376,Marketing,M201,Finalized,5,2025-02-23 14:04:28.766320,109,New Hire,Berlin,No,No,Male,38,Outstanding,Master,Entry,Temporary,Full-Time,2023 H2,1.77,0,,On Time
E5377,IT,M212,Not Started,2,2025-05-29 14:04:28.766321,30,New Hire,Tokyo,No,No,Female,49,Needs Improvement,Master,Senior,Permanent,Full-Time,2024 H1,3.21,0,,On Time
E5378,Operations,M206,Submitted,1,2024-10-16 14:04:28.766323,47,Internal Transfer,Sydney,No,No,Male,33,Unsatisfactory,Master,Mid,Permanent,Full-Time,2024 H1,4.81,1,2024-07-04 14:04:28.770220,Late
E5379,Operations,M223,Submitted,5,2024-07-15 14:04:28.766324,58,New Hire,Tokyo,No,No,Male,47,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,1.82,1,2025-01-05 14:04:28.770221,On Time
E5380,IT,M204,Finalized,5,2024-06-01 14:04:28.766326,85,Internal Transfer,Sydney,No,No,Female,54,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.18,0,,Late
E5381,HR,M211,In Progress,1,2025-03-22 14:04:28.766327,14,New Hire,Sydney,No,No,Female,52,Unsatisfactory,Bachelor,Lead,Permanent,Full-Time,2023 H2,2.35,0,,On Time
E5382,IT,M257,Finalized,2,2024-08-11 14:04:28.766328,94,Internal Transfer,Berlin,No,No,Non-Binary,51,Needs Improvement,Master,Senior,Permanent,Full-Time,2024 H1,3.73,0,,On Time
E5383,Analytics,M239,Finalized,5,2024-12-17 14:04:28.766330,33,New Hire,Singapore,No,No,Male,48,Outstanding,Master,Mid,Temporary,Full-Time,2024 H1,4.41,0,,On Time
E5384,IT,M238,Finalized,4,2024-06-05 14:04:28.766332,10,New Hire,Berlin,No,No,Female,59,Exceeds Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H1,1.77,0,,On Time
E5385,Marketing,M227,Submitted,2,2024-08-07 14:04:28.766333,110,New Hire,Berlin,No,No,Female,38,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,1.89,0,,On Time
E5386,HR,M246,In Progress,2,2024-08-20 14:04:28.766336,2,Internal Transfer,Tokyo,No,No,Female,32,Needs Improvement,High School,Entry,Permanent,Part-Time,2023 H2,4.91,0,,On Time
E5387,Engineering,M213,Finalized,2,2024-12-24 14:04:28.766337,23,New Hire,London,No,Yes,Female,38,Needs Improvement,High School,Senior,Permanent,Full-Time,2024 H1,2.18,0,,On Time
E5388,Engineering,M263,In Progress,2,2025-03-24 14:04:28.766337,14,Internal Transfer,Sydney,No,No,Male,43,Needs Improvement,Bachelor,Mid,Permanent,Part-Time,2024 H2,2.9,0,,On Time
E5389,Admin,M258,Finalized,5,2025-03-22 14:04:28.766338,104,Rehire,London,No,Yes,Male,56,Outstanding,Bachelor,Senior,Permanent,Full-Time,2024 H2,4.17,0,,On Time
E5390,Product,M240,In Progress,1,2024-12-31 14:04:28.766339,76,Rehire,Singapore,No,No,Female,47,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H2,3.16,0,,On Time
E5391,Sales,M207,Finalized,5,2024-08-20 14:04:28.766340,88,New Hire,Singapore,No,Yes,Female,30,Outstanding,High School,Senior,Permanent,Full-Time,2023 H2,3.38,0,,On Time
E5392,Analytics,M227,Submitted,3,2025-02-12 14:04:28.766341,65,Rehire,New York,No,No,Male,37,Meets Expectations,Bachelor,Mid,Intern,Full-Time,2024 H1,2.59,0,,On Time
E5393,HR,M229,In Progress,1,2024-06-26 14:04:28.766342,70,Internal Transfer,Singapore,No,Yes,Male,32,Unsatisfactory,High School,Entry,Permanent,Full-Time,2024 H2,2.16,0,,On Time
E5394,Engineering,M240,Finalized,3,2024-10-12 14:04:28.766343,21,New Hire,Berlin,No,No,Male,45,Meets Expectations,High School,Lead,Permanent,Part-Time,2024 H2,3.94,0,,On Time
E5395,Analytics,M253,Submitted,3,2024-09-14 14:04:28.766344,73,Internal Transfer,Singapore,Yes,No,Male,27,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.39,1,2024-06-30 14:04:28.770223,On Time
E5396,Analytics,M248,Submitted,5,2024-11-27 14:04:28.766344,67,New Hire,Tokyo,No,No,Non-Binary,43,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.54,0,,On Time
